Mod:Item:MetaData, Localized Name
conarm:boots_core:0, Superium Boots Core
conarm:boots_core:0, Supremium Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, Osmium Boots Core
conarm:boots_core:0, Refined Obsidian Boots Core
conarm:boots_core:0, Refined Glowstone Boots Core
conarm:boots_core:0, Osgloglas Boots Core
conarm:boots_core:0, Osmiridium Boots Core
conarm:boots_core:0, Titanium Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Black Quartz Boots Core
conarm:boots_core:0, Void Boots Core
conarm:boots_core:0, Enori Boots Core
conarm:boots_core:0, Palis Boots Core
conarm:boots_core:0, Restonia Boots Core
conarm:boots_core:0, Emeradic Boots Core
conarm:boots_core:0, Diamatine Boots Core
conarm:boots_core:0, Infinity Boots Core
conarm:boots_core:0, Certus Quartz Boots Core
conarm:boots_core:0, Fluix Crystal Boots Core
conarm:boots_core:0, Mica Boots Core
conarm:boots_core:0, Litherite Boots Core
conarm:boots_core:0, Erodium Boots Core
conarm:boots_core:0, Kyronite Boots Core
conarm:boots_core:0, Pladium Boots Core
conarm:boots_core:0, Ionite Boots Core
conarm:boots_core:0, Aethium Boots Core
conarm:boots_core:0, Thaumium Boots Core
conarm:boots_core:0, Starmetal Boots Core
conarm:boots_core:0, Boron Boots Core
conarm:boots_core:0, Tough Alloy Boots Core
conarm:boots_core:0, Hard Carbon Boots Core
conarm:boots_core:0, Boron Nitride Boots Core
conarm:boots_core:0, Thorium Boots Core
conarm:boots_core:0, Uranium Boots Core
conarm:boots_core:0, Magnesium Boots Core
conarm:boots_core:0, Chocolate Boots Core
conarm:boots_core:0, Blood Bronze Boots Core
conarm:boots_core:0, Mirion Boots Core
conarm:boots_core:0, Livingwood Boots Core
conarm:boots_core:0, Manasteel Boots Core
conarm:boots_core:0, Elementium Boots Core
conarm:boots_core:0, Terrasteel Boots Core
conarm:boots_core:0, Bloodwood Boots Core
conarm:boots_core:0, Fusewood Boots Core
conarm:boots_core:0, Ghostwood Boots Core
conarm:boots_core:0, Darkwood Boots Core
conarm:boots_core:0, Emerald Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Electrical Polishing Kit
conarm:polishing_kit:0, Energetic Polishing Kit
conarm:polishing_kit:0, Vibrant Polishing Kit
conarm:polishing_kit:0, Red Polishing Kit
conarm:polishing_kit:0, Conductive Polishing Kit
conarm:polishing_kit:0, Pulsating Polishing Kit
conarm:polishing_kit:0, Dark Polishing Kit
conarm:polishing_kit:0, Souled Polishing Kit
conarm:polishing_kit:0, Polishing Kit of the End
conarm:polishing_kit:0, Fake-Iron Polishing Kit
conarm:polishing_kit:0, Naga Scale Polishing Kit
conarm:polishing_kit:0, Steeleaf Polishing Kit
conarm:polishing_kit:0, Fiery Polishing Kit
conarm:polishing_kit:0, Knightly Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Dragon Bone Polishing Kit
conarm:polishing_kit:0, Desert Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Jungle Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Fire Dragonsteel Polishing Kit
conarm:polishing_kit:0, Ice Dragonsteel Polishing Kit
conarm:polishing_kit:0, Weezer Polishing Kit
conarm:polishing_kit:0, Frost Troll Leather Polishing Kit
conarm:polishing_kit:0, Tan Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Bronze Dragon Scales Polishing Kit
conarm:polishing_kit:0, Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Purple Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, White Dragon Scales Polishing Kit
conarm:polishing_kit:0, White Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Brown Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Gray Dragon Scales Polishing Kit
conarm:polishing_kit:0, Sapphire Dragon Scales Polishing Kit
conarm:polishing_kit:0, Teal Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Blue Dragon Scales Polishing Kit
conarm:polishing_kit:0, Forest Troll Leather Polishing Kit
conarm:polishing_kit:0, Green Dragon Scales Polishing Kit
conarm:polishing_kit:0, Mountain Troll Leather Polishing Kit
conarm:polishing_kit:0, Bronze Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Dragon Scales Polishing Kit
conarm:polishing_kit:0, Deep Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Green Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Silver Dragon Scales Polishing Kit
conarm:polishing_kit:0, Blood Infused Wooden Polishing Kit
conarm:polishing_kit:0, Blood Infused Iron Polishing Kit
conarm:polishing_kit:0, Ancient Metal Polishing Kit
conarm:polishing_kit:0, Tar Polishing Kit
conarm:polishing_kit:0, Treated Wood Polishing Kit
conarm:polishing_kit:0, Constantan Polishing Kit
conarm:polishing_kit:0, Prosperity Shard Polishing Kit
conarm:polishing_kit:0, Soulium Polishing Kit
conarm:polishing_kit:0, Base Essence Polishing Kit
conarm:polishing_kit:0, Inferium Polishing Kit
conarm:polishing_kit:0, Prudentium Polishing Kit
conarm:polishing_kit:0, Intermedium Polishing Kit
conarm:polishing_kit:0, Superium Polishing Kit
conarm:polishing_kit:0, Supremium Polishing Kit
conarm:polishing_kit:0, Alumite Polishing Kit
conarm:polishing_kit:0, Nickel Polishing Kit
conarm:polishing_kit:0, Invar Polishing Kit
conarm:polishing_kit:0, Iridium Polishing Kit
conarm:polishing_kit:0, Osmium Polishing Kit
conarm:polishing_kit:0, Refined Obsidian Polishing Kit
conarm:polishing_kit:0, Refined Glowstone Polishing Kit
conarm:polishing_kit:0, Osgloglas Polishing Kit
conarm:polishing_kit:0, Osmiridium Polishing Kit
conarm:polishing_kit:0, Titanium Polishing Kit
conarm:polishing_kit:0, Lumium Polishing Kit
conarm:polishing_kit:0, Signalum Polishing Kit
conarm:polishing_kit:0, Platinum Polishing Kit
conarm:polishing_kit:0, Enderium Polishing Kit
conarm:polishing_kit:0, Black Quartz Polishing Kit
conarm:polishing_kit:0, Void Polishing Kit
conarm:polishing_kit:0, Enori Polishing Kit
conarm:polishing_kit:0, Palis Polishing Kit
conarm:polishing_kit:0, Restonia Polishing Kit
conarm:polishing_kit:0, Emeradic Polishing Kit
conarm:polishing_kit:0, Diamatine Polishing Kit
conarm:polishing_kit:0, Infinity Polishing Kit
conarm:polishing_kit:0, Certus Quartz Polishing Kit
conarm:polishing_kit:0, Fluix Crystal Polishing Kit
conarm:polishing_kit:0, Mica Polishing Kit
conarm:polishing_kit:0, Litherite Polishing Kit
conarm:polishing_kit:0, Erodium Polishing Kit
conarm:polishing_kit:0, Kyronite Polishing Kit
conarm:polishing_kit:0, Pladium Polishing Kit
conarm:polishing_kit:0, Ionite Polishing Kit
conarm:polishing_kit:0, Aethium Polishing Kit
conarm:polishing_kit:0, Thaumium Polishing Kit
conarm:polishing_kit:0, Starmetal Polishing Kit
conarm:polishing_kit:0, Boron Polishing Kit
conarm:polishing_kit:0, Tough Alloy Polishing Kit
conarm:polishing_kit:0, Hard Carbon Polishing Kit
conarm:polishing_kit:0, Boron Nitride Polishing Kit
conarm:polishing_kit:0, Thorium Polishing Kit
conarm:polishing_kit:0, Uranium Polishing Kit
conarm:polishing_kit:0, Magnesium Polishing Kit
conarm:polishing_kit:0, Chocolate Polishing Kit
conarm:polishing_kit:0, Blood Bronze Polishing Kit
conarm:polishing_kit:0, Mirion Polishing Kit
conarm:polishing_kit:0, Livingwood Polishing Kit
conarm:polishing_kit:0, Manasteel Polishing Kit
conarm:polishing_kit:0, Elementium Polishing Kit
conarm:polishing_kit:0, Terrasteel Polishing Kit
conarm:polishing_kit:0, Bloodwood Polishing Kit
conarm:polishing_kit:0, Fusewood Polishing Kit
conarm:polishing_kit:0, Ghostwood Polishing Kit
conarm:polishing_kit:0, Darkwood Polishing Kit
conarm:polishing_kit:0, Emerald Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
iceandfire:lectern, Lectern
iceandfire:podium:0, Oak Podium
iceandfire:podium:1, Spruce Podium
iceandfire:podium:2, Birch Podium
iceandfire:podium:3, Jungle Podium
iceandfire:podium:4, Acacia Podium
iceandfire:podium:5, Dark Oak Podium
iceandfire:fire_lily, Fire Lily
iceandfire:frost_lily, Frost Lily
iceandfire:goldpile, Pile of Gold
iceandfire:silverpile, Pile of Silver
iceandfire:silver_ore, Silver Ore
iceandfire:sapphire_ore, Sapphire Ore
iceandfire:silver_block, Silver Block
iceandfire:sapphire_block, Sapphire Block
iceandfire:chared_dirt, Charred Dirt
iceandfire:chared_grass, Charred Grass
iceandfire:chared_stone, Charred Stone
iceandfire:chared_cobblestone, Charred Cobblestone
iceandfire:chared_gravel, Charred Gravel
iceandfire:chared_grass_path, Charred Grass Path
iceandfire:ash, Ash
iceandfire:frozen_dirt, Frozen Dirt
iceandfire:frozen_grass, Frozen Grass
iceandfire:frozen_stone, Frozen Stone
iceandfire:frozen_cobblestone, Frozen Cobblestone
iceandfire:frozen_gravel, Frozen Gravel
iceandfire:frozen_grass_path, Frozen Grass Path
iceandfire:frozen_splinters, Frozen Splinters
iceandfire:dragon_ice, Dragon Ice
iceandfire:dragon_ice_spikes, Dragon Ice Spikes
iceandfire:nest, Dragon Nest
iceandfire:dragonscale_red, Block of Dragon Scales
iceandfire:dragonscale_green, Block of Dragon Scales
iceandfire:dragonscale_bronze, Block of Dragon Scales
iceandfire:dragonscale_gray, Block of Dragon Scales
iceandfire:dragonscale_blue, Block of Dragon Scales
iceandfire:dragonscale_white, Block of Dragon Scales
iceandfire:dragonscale_sapphire, Block of Dragon Scales
iceandfire:dragonscale_silver, Block of Dragon Scales
iceandfire:dragon_bone_block, Block of Dragon Bones
iceandfire:dragon_bone_wall, Dragon Bone Wall
iceandfire:dragonforge_fire_brick, Dragonforge Fire Brick
iceandfire:dragonforge_ice_brick, Dragonforge Ice Brick
iceandfire:dragonforge_fire_input, Dragonforge Fire Aperture
iceandfire:dragonforge_ice_input, Dragonforge Ice Aperture
iceandfire:dragonforge_fire_core_disabled, Dragonforge Fire Core
iceandfire:dragonforge_ice_core_disabled, Dragonforge Ice Core
iceandfire:dragonforge_fire_core, Dragonforge Fire Core
iceandfire:dragonforge_ice_core, Dragonforge Ice Core
iceandfire:egginice, Frozen Dragon Egg
iceandfire:pixie_house:0, Brown Mushroom Pixie Hovel
iceandfire:pixie_house:1, Red Mushroom Pixie Hovel
iceandfire:pixie_house:2, Birch Pixie Hovel
iceandfire:pixie_house:3, Oak Pixie Hovel
iceandfire:pixie_house:4, Dark Oak Pixie Hovel
iceandfire:pixie_house:5, Spruce Pixie Hovel
iceandfire:jar_empty, Jar
iceandfire:jar_pixie:0, Pixie Jar
iceandfire:jar_pixie:1, Pixie Jar
iceandfire:jar_pixie:2, Pixie Jar
iceandfire:jar_pixie:3, Pixie Jar
iceandfire:jar_pixie:4, Pixie Jar
iceandfire:myrmex_resin:0, Desert Myrmex Resin
iceandfire:myrmex_resin:1, Jungle Myrmex Resin
iceandfire:myrmex_resin_sticky:0, Sticky Desert Myrmex Resin
iceandfire:myrmex_resin_sticky:1, Sticky Jungle Myrmex Resin
iceandfire:desert_myrmex_cocoon, Desert Myrmex Cocoon
iceandfire:jungle_myrmex_cocoon, Jungle Myrmex Cocoon
iceandfire:myrmex_desert_biolight, Desert Myrmex Bioluminescence
iceandfire:myrmex_jungle_biolight, Jungle Myrmex Bioluminescence
iceandfire:myrmex_desert_resin_block, Hardened Desert Myrmex Resin
iceandfire:myrmex_jungle_resin_block, Hardened Jungle Myrmex Resin
iceandfire:myrmex_desert_resin_glass, Desert Myrmex Resin Glass
iceandfire:myrmex_jungle_resin_glass, Jungle Myrmex Resin Glass
iceandfire:dragonsteel_fire_block, Block of Fire Dragonsteel
iceandfire:dragonsteel_ice_block, Block of Ice Dragonsteel
iceandfire:dread_stone, Dreadstone
iceandfire:dread_stone_bricks, Dreadstone Bricks
iceandfire:dread_stone_bricks_chiseled, Chiseled Dreadstone Bricks
iceandfire:dread_stone_bricks_cracked, Cracked Dreadstone Bricks
iceandfire:dread_stone_bricks_mossy, Mossy Dreadstone Bricks
iceandfire:dread_stone_tile, Dreadstone Tile
iceandfire:dread_stone_face, Dreadstone Chiseled Skull
iceandfire:dread_torch, Dreadstone Torch
iceandfire:dread_stone_stairs, Dreadstone Bricks Stairs
iceandfire:dread_stone_slab_double:0, Dreadstone Bricks Slab
iceandfire:dread_stone_slab:0, Dreadstone Bricks Slab
iceandfire:dreadwood_log, Dreadwood Log
iceandfire:dreadwood_planks, Dreadwood Planks
iceandfire:dreadwood_planks_lock, Dreadwood Keyhole
iceandfire:dread_portal, Dread Lands Portal
iceandfire:dread_spawner, Dreadstone Mob Spawner
iceandfire:burnt_torch, Burnt Out Torch
iceandfire:sea_serpent_scale_block_blue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_bronze, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_deepblue, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_green, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_purple, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_red, Block of Sea Serpent Scales
iceandfire:sea_serpent_scale_block_teal, Block of Sea Serpent Scales
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragonarmor_silver:0, Silver Dragon Armor
iceandfire:dragonarmor_silver:1, Silver Dragon Armor
iceandfire:dragonarmor_silver:2, Silver Dragon Armor
iceandfire:dragonarmor_silver:3, Silver Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:0, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:1, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:2, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_fire:3, Fire Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:0, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:1, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:2, Ice Dragonsteel Dragon Armor
iceandfire:dragonarmor_dragonsteel_ice:3, Ice Dragonsteel Dragon Armor
